Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jerome Ford,CLE,9,47,0,3,31,3.4,16,1.8,1,9.0
D'Onta Foreman,CLE,9,44,0,1,26,2.9,18,2.0,0,
Deshaun Watson,CLE,3,14,0,0,10,3.3,4,1.3,0,
Pierre Strong,CLE,1,2,0,,1,1.0,1,1.0,0,
Jameis Winston,CLE,1,-3,0,0,-3,-3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jayden Daniels,WAS,11,82,0,4,51,4.6,31,2.8,0,
Jeremy McNichols,WAS,7,44,1,2,12,1.7,32,4.6,0,
Brian Robinson Jr.,WAS,7,18,2,2,-1,-0.1,19,2.7,2,3.5
Austin Ekeler,WAS,6,67,0,2,48,8.0,19,3.2,0,
Marcus Mariota,WAS,2,2,0,,1,0.5,1,0.5,0,
Terry McLaurin,WAS,1,2,0,0,2,2.0,0,0.0,0,
