Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jaylen Warren,PIT,12,48,0,4,25,2.1,23,1.9,2,6.0
Najee Harris,PIT,9,42,0,1,19,2.1,23,2.6,2,4.5
Russell Wilson,PIT,3,27,0,0,27,9.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,BAL,24,162,0,8,110,4.6,52,2.2,3,8.0
Lamar Jackson,BAL,9,22,0,1,19,2.1,3,0.3,0,
Justice Hill,BAL,2,30,0,1,12,6.0,18,9.0,1,2.0
Rasheen Ali,BAL,1,2,0,,2,2.0,0,0.0,0,
Mark Andrews,BAL,1,1,0,1,0,0.0,1,1.0,0,
Zay Flowers,BAL,1,3,0,0,3,3.0,0,0.0,0,
