Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rico Dowdle,DAL,12,75,0,4,54,4.5,21,1.8,0,
Dak Prescott,DAL,3,30,0,2,27,9.0,3,1.0,0,
Dalvin Cook,DAL,2,8,0,,5,2.5,3,1.5,0,
CeeDee Lamb,DAL,2,15,0,1,13,6.5,2,1.0,0,
Hunter Luepke,DAL,1,5,0,1,2,2.0,3,3.0,0,
Cooper Rush,DAL,1,4,0,1,4,4.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bijan Robinson,ATL,19,86,0,4,52,2.7,34,1.8,2,9.5
Tyler Allgeier,ATL,6,18,1,1,8,1.3,10,1.7,0,
Kirk Cousins,ATL,4,-11,0,0,-11,-2.8,0,0.0,0,
Ray-Ray McCloud,ATL,1,7,0,0,3,3.0,4,4.0,0,
