Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Rhamondre Stevenson,NWE,12,60,1,3,29,2.4,31,2.6,2,6.0
Antonio Gibson,NWE,10,28,0,1,15,1.5,13,1.3,1,10.0
Drake Maye,NWE,6,30,0,3,28,4.7,2,0.3,0,
Demario Douglas,NWE,1,6,0,0,6,6.0,0,0.0,0,
Dell Pettus,NWE,1,2,0,1,2,2.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Cook,BUF,11,100,1,3,55,5.0,45,4.1,0,
Josh Allen,BUF,6,30,0,3,15,2.5,15,2.5,1,6.0
Ty Johnson,BUF,6,30,0,1,14,2.3,16,2.7,1,6.0
Ray Davis,BUF,5,12,0,1,7,1.4,5,1.0,1,5.0
