Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kareem Hunt,KAN,13,45,0,3,25,1.9,20,1.5,0,
Isiah Pacheco,KAN,13,32,0,0,6,0.5,26,2.0,0,
Carson Wentz,KAN,3,0,0,0,-1,-0.3,1,0.3,0,
Xavier Worthy,KAN,3,30,1,2,24,8.0,6,2.0,0,
Patrick Mahomes,KAN,2,14,0,1,14,7.0,0,0.0,0,
Samaje Perine,KAN,1,11,0,0,7,7.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Nick Chubb,CLE,9,41,0,1,14,1.6,27,3.0,0,
Jerome Ford,CLE,7,84,1,2,69,9.9,15,2.1,0,
Dorian Thompson-Robinson,CLE,3,16,0,2,1,0.3,15,5.0,1,3.0
Jameis Winston,CLE,2,-2,0,0,-2,-1.0,0,0.0,0,
