Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
J.K. Dobbins,LAC,14,40,0,3,11,0.8,29,2.1,2,7.0
Kimani Vidal,LAC,3,10,0,1,5,1.7,5,1.7,0,
Hassan Haskins,LAC,2,2,0,1,0,0.0,2,1.0,0,
Justin Herbert,LAC,2,8,0,0,8,4.0,0,0.0,0,
Jalen Reagor,LAC,1,-1,0,,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
James Conner,ARI,19,101,0,7,43,2.3,58,3.1,5,3.8
Kyler Murray,ARI,6,64,1,2,64,10.7,0,0.0,0,
Clayton Tune,ARI,3,2,0,1,1,0.3,1,0.3,0,
Emari Demercado,ARI,1,14,0,,11,11.0,3,3.0,0,
