Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Zach Charbonnet,SEA,14,59,0,2,47,3.4,12,0.9,1,14.0
Kenny McIntosh,SEA,7,49,0,2,30,4.3,19,2.7,3,2.3
Geno Smith,SEA,2,14,0,1,14,7.0,0,0.0,0,
Jaxon Smith-Njigba,SEA,1,4,0,0,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ronnie Rivers,LAR,12,48,0,1,36,3.0,12,1.0,0,
Blake Corum,LAR,2,10,0,0,8,4.0,2,1.0,0,
Jimmy Garoppolo,LAR,2,5,0,0,5,2.5,0,0.0,0,
Xavier Smith,LAR,2,6,0,,3,1.5,3,1.5,0,
Jordan Whittington,LAR,2,12,0,2,9,4.5,3,1.5,1,2.0
Cody Schrader,LAR,1,3,0,,3,3.0,0,0.0,0,
