Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Carson Steele,KAN,8,25,0,,10,1.3,15,1.9,0,
Noah Gray,KAN,1,-4,0,,-4,-4.0,0,0.0,0,
Chris Oladokun,KAN,1,5,0,,5,5.0,0,0.0,0,
Samaje Perine,KAN,1,1,0,0,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jaleel McLaughlin,DEN,16,39,0,3,22,1.4,17,1.1,2,8.0
Audric Estime,DEN,12,34,1,3,16,1.3,18,1.5,0,
Bo Nix,DEN,7,47,0,5,47,6.7,0,0.0,0,
Javonte Williams,DEN,5,28,0,2,15,3.0,13,2.6,0,
Jarrett Stidham,DEN,2,7,0,1,4,2.0,3,1.5,0,
Michael Burton,DEN,1,3,0,,1,1.0,2,2.0,0,
