Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Gus Edwards,LAC,10,36,1,2,14,1.4,22,2.2,1,10.0
Kimani Vidal,LAC,8,34,0,2,15,1.9,19,2.4,1,8.0
Justin Herbert,LAC,4,12,0,2,9,2.3,3,0.8,0,
Derius Davis,LAC,1,0,0,,0,0.0,0,0.0,0,
Taylor Heinicke,LAC,1,12,0,,12,12.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Isiah Pacheco,KAN,14,55,0,4,29,2.1,26,1.9,0,
Kareem Hunt,KAN,5,16,0,0,9,1.8,7,1.4,0,
Patrick Mahomes,KAN,4,17,0,2,17,4.3,0,0.0,0,
Samaje Perine,KAN,1,3,0,1,3,3.0,0,0.0,0,
Xavier Worthy,KAN,1,5,0,0,0,0.0,5,5.0,1,1.0
