Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
J.K. Dobbins,LAC,25,96,1,6,64,2.6,32,1.3,1,25.0
Justin Herbert,LAC,4,2,0,0,-3,-0.8,5,1.3,1,4.0
Kimani Vidal,LAC,4,11,0,1,3,0.8,8,2.0,0,
Derius Davis,LAC,2,14,0,1,12,6.0,2,1.0,0,
Hassan Haskins,LAC,2,5,0,2,1,0.5,4,2.0,0,
Quentin Johnston,LAC,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Bo Nix,DEN,6,61,0,5,33,5.5,28,4.7,1,6.0
Javonte Williams,DEN,6,23,0,1,16,2.7,7,1.2,0,
Jaleel McLaughlin,DEN,3,8,0,0,5,1.7,3,1.0,0,
Audric Estime,DEN,2,13,0,1,4,2.0,9,4.5,0,
Troy Franklin,DEN,1,5,0,0,3,3.0,2,2.0,0,
