Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kareem Hunt,KAN,21,59,1,3,38,1.8,21,1.0,0,
Patrick Mahomes,KAN,6,17,0,2,17,2.8,0,0.0,0,
Carson Steele,KAN,2,6,0,,6,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alexander Mattison,LVR,14,15,0,1,6,0.4,9,0.6,1,14.0
Gardner Minshew II,LVR,2,6,0,0,6,3.0,0,0.0,0,
Zamir White,LVR,2,-1,0,,-2,-1.0,1,0.5,0,
Ameer Abdullah,LVR,1,2,0,,2,2.0,0,0.0,0,
Tre Tucker,LVR,1,7,0,0,5,5.0,2,2.0,0,
DJ Turner,LVR,1,4,0,0,4,4.0,0,0.0,0,
