Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tank Bigsby,JAX,12,73,0,2,47,3.9,26,2.2,1,12.0
Travis Etienne,JAX,12,44,1,3,31,2.6,13,1.1,0,
Devin Duvernay,JAX,1,3,0,1,1,1.0,2,2.0,0,
Trevor Lawrence,JAX,1,8,0,1,8,8.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
De'Von Achane,MIA,10,24,1,1,22,2.2,2,0.2,0,
Raheem Mostert,MIA,6,9,0,0,2,0.3,7,1.2,0,
Jeff Wilson,MIA,5,26,0,1,10,2.0,16,3.2,0,
Alec Ingold,MIA,2,8,0,2,1,0.5,7,3.5,0,
Tua Tagovailoa,MIA,1,11,0,1,11,11.0,0,0.0,0,
Jaylen Waddle,MIA,1,3,0,0,0,0.0,3,3.0,0,
