Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Kayshon Boutte,NWE,7,5,95,1,3,57,11.4,38,7.6,14.4,0,,0,0.0,0,153.3
Austin Hooper,NWE,5,4,55,0,4,32,8.0,23,5.8,9.8,0,,0,0.0,1,72.9
Hunter Henry,NWE,8,4,39,1,4,27,6.8,12,3.0,6.3,0,,0,0.0,0,103.6
Demario Douglas,NWE,5,4,33,0,1,-1,-0.3,34,8.5,0.0,0,,1,20.0,0,94.2
Kendrick Bourne,NWE,2,2,18,0,,14,7.0,4,2.0,7.0,0,,0,0.0,0,104.2
Antonio Gibson,NWE,2,2,8,0,0,3,1.5,5,2.5,1.5,0,,0,0.0,0,83.3
Rhamondre Stevenson,NWE,1,1,13,0,1,-5,-5.0,18,18.0,-5.0,0,,0,0.0,0,118.7
Javon Baker,NWE,1,0,0,0,,0,,0,,19.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Dalton Kincaid,BUF,7,4,15,0,1,1,0.3,14,3.5,8.0,1,4.0,0,0.0,0,62.2
James Cook,BUF,3,3,26,1,3,-4,-1.3,30,10.0,-1.3,0,,0,0.0,0,142.4
Mack Hollins,BUF,3,2,25,0,2,21,10.5,4,2.0,12.0,0,,0,0.0,0,92.4
Dawson Knox,BUF,2,2,22,0,1,20,10.0,2,1.0,10.0,0,,0,0.0,0,112.5
Khalil Shakir,BUF,6,2,22,0,1,12,6.0,10,5.0,17.3,0,,0,0.0,0,45.1
Ray Davis,BUF,1,1,17,0,1,1,1.0,16,16.0,1.0,0,,0,0.0,0,118.7
Amari Cooper,BUF,2,1,10,0,1,3,3.0,7,7.0,5.0,0,,1,50.0,0,64.6
Keon Coleman,BUF,2,1,17,0,1,15,15.0,2,2.0,32.0,0,,0,0.0,1,39.6
Ty Johnson,BUF,1,0,0,0,0,0,,0,,31.0,0,,0,0.0,0,39.6
