Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
A.J. Brown,PHI,7,5,109,0,4,74,14.8,35,7.0,17.4,0,,0,0.0,0,113.7
Dallas Goedert,PHI,3,2,25,1,2,18,9.0,7,3.5,12.7,0,,0,0.0,1,92.4
Ainias Smith,PHI,2,2,6,0,,1,0.5,5,2.5,0.5,0,,0,0.0,0,79.2
DeVonta Smith,PHI,3,2,14,0,,10,5.0,4,2.0,13.3,0,,0,0.0,0,77.1
Saquon Barkley,PHI,1,1,12,0,1,-9,-9.0,21,21.0,-9.0,0,,0,0.0,0,116.7
Jahan Dotson,PHI,1,1,27,0,1,25,25.0,2,2.0,25.0,0,,0,0.0,0,118.7
Kenneth Gainwell,PHI,1,1,9,0,0,1,1.0,8,8.0,1.0,0,,0,0.0,0,104.2
Johnny Wilson,PHI,1,1,5,1,1,5,5.0,0,0.0,5.0,0,,0,0.0,0,127.1
Grant Calcaterra,PHI,1,0,0,0,,0,,0,,9.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
CeeDee Lamb,DAL,10,6,21,0,3,10,1.7,11,1.8,5.5,1,6.0,0,0.0,0,64.6
Jake Ferguson,DAL,5,4,24,0,1,3,0.8,21,5.3,0.0,2,2.0,0,0.0,0,86.7
Rico Dowdle,DAL,3,3,3,0,0,-5,-1.7,8,2.7,-1.7,0,,0,0.0,0,79.2
Jalen Tolbert,DAL,5,3,14,0,,16,5.3,-2,-0.7,14.4,0,,0,0.0,1,25.0
Jalen Brooks,DAL,4,1,4,0,,4,4.0,0,0.0,17.3,0,,0,0.0,0,39.6
Hunter Luepke,DAL,1,0,0,0,,0,,0,,3.0,0,,0,0.0,0,39.6
Luke Schoonmaker,DAL,1,0,0,0,,0,,0,,2.0,0,,0,0.0,0,39.6
