Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jaxon Smith-Njigba,SEA,11,10,110,0,6,82,8.2,28,2.8,9.4,0,,0,0.0,1,70.5
D.K. Metcalf,SEA,9,7,70,0,3,69,9.9,1,0.1,5.3,0,,0,0.0,0,99.1
AJ Barner,SEA,4,2,15,0,,5,2.5,10,5.0,7.5,1,2.0,1,25.0,0,59.4
Zach Charbonnet,SEA,2,2,2,0,0,-7,-3.5,9,4.5,-3.5,0,,0,0.0,0,79.2
Tyler Lockett,SEA,3,2,19,0,1,11,5.5,8,4.0,14.0,0,,0,0.0,0,84.0
Kenneth Walker III,SEA,2,2,5,0,0,-7,-3.5,12,6.0,-3.5,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jauan Jennings,SFO,11,10,91,1,7,68,6.8,23,2.3,6.5,0,,0,0.0,0,131.4
Christian McCaffrey,SFO,5,4,27,0,1,16,4.0,11,2.8,4.0,0,,0,0.0,1,49.6
Deebo Samuel,SFO,7,4,22,0,2,5,1.3,17,4.3,4.1,0,,0,0.0,0,62.8
Kyle Juszczyk,SFO,2,2,12,0,,10,5.0,2,1.0,5.0,0,,0,0.0,0,91.7
Eric Saubert,SFO,1,1,7,0,,7,7.0,0,0.0,7.0,0,,0,0.0,0,95.8
Ricky Pearsall,SFO,2,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
