Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,17,11,264,3,11,161,14.6,103,9.4,14.3,0,,0,0.0,0,147.7
Chase Brown,CIN,11,9,52,0,3,4,0.4,48,5.3,-0.4,0,,1,9.1,0,86.4
Tanner Hudson,CIN,7,6,42,1,3,15,2.5,27,4.5,2.9,0,,1,14.3,0,131.2
Mike Gesicki,CIN,9,4,30,0,1,25,6.3,5,1.3,9.6,0,,1,11.1,0,53.0
Andrei Iosivas,CIN,4,2,29,0,2,24,12.0,5,2.5,14.3,0,,1,25.0,0,74.0
Jermaine Burton,CIN,5,1,11,0,1,9,9.0,2,2.0,17.8,0,,1,20.0,0,39.6
Cam Grandy,CIN,1,1,0,0,,-1,-1.0,1,1.0,-1.0,0,,0,0.0,0,79.2
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Mark Andrews,BAL,7,6,68,1,4,42,7.0,26,4.3,9.9,0,,0,0.0,0,146.7
Rashod Bateman,BAL,8,6,54,1,4,43,7.2,11,1.8,10.5,0,,1,12.5,0,132.3
Zay Flowers,BAL,6,4,34,0,2,5,1.3,29,7.3,5.2,0,,1,16.7,0,81.2
Tylan Wallace,BAL,3,3,115,1,2,24,8.0,91,30.3,8.0,0,,0,0.0,0,158.3
Justice Hill,BAL,2,2,0,0,1,-16,-8.0,16,8.0,-8.0,0,,0,0.0,0,79.2
Nelson Agholor,BAL,2,1,6,1,1,6,6.0,0,0.0,6.0,0,,0,0.0,0,95.8
Derrick Henry,BAL,1,1,3,0,0,-5,-5.0,8,8.0,-5.0,0,,0,0.0,0,79.2
Diontae Johnson,BAL,2,1,6,0,,5,5.0,1,1.0,17.5,0,,0,0.0,0,56.2
Charlie Kolar,BAL,1,1,4,0,,4,4.0,0,0.0,4.0,0,,0,0.0,0,83.3
