Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Calvin Ridley,TEN,15,10,143,0,6,118,11.8,25,2.5,9.1,1,10.0,0,0.0,0,97.4
Tyler Boyd,TEN,6,3,14,0,,15,5.0,-1,-0.3,8.7,0,,1,16.7,0,56.2
Tony Pollard,TEN,4,3,23,0,2,5,1.7,18,6.0,4.0,2,1.5,0,0.0,0,88.5
Chigoziem Okonkwo,TEN,5,2,14,0,1,4,2.0,10,5.0,6.2,0,,0,0.0,1,8.3
Josh Whyle,TEN,2,2,33,0,1,9,4.5,24,12.0,4.5,0,,0,0.0,0,118.7
Nick Westbrook-Ikhine,TEN,4,2,39,1,2,36,18.0,3,1.5,12.5,0,,0,0.0,0,124.0
Jha'Quan Jackson,TEN,1,0,0,0,,0,,0,,41.0,0,,0,0.0,0,39.6
Nick Vannett,TEN,1,0,0,0,,0,,0,,-1.0,0,,0,0.0,1,0.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Sam LaPorta,DET,6,6,48,1,4,3,0.5,45,7.5,0.5,1,6.0,0,0.0,0,139.6
Isaiah Williams,DET,3,2,6,0,,-1,-0.5,7,3.5,5.0,2,1.0,0,0.0,0,70.1
Kalif Raymond,DET,2,2,14,1,2,0,0.0,14,7.0,0.0,0,,0,0.0,0,135.4
Amon-Ra St. Brown,DET,2,2,7,1,1,7,3.5,0,0.0,3.5,0,,0,0.0,0,120.8
Brock Wright,DET,1,1,8,1,1,2,2.0,6,6.0,2.0,0,,0,0.0,0,139.6
David Montgomery,DET,1,1,5,0,1,4,4.0,1,1.0,4.0,0,,0,0.0,0,87.5
Jahmyr Gibbs,DET,1,1,6,0,0,3,3.0,3,3.0,3.0,0,,0,0.0,0,91.7
Allen Robinson,DET,1,0,0,0,,0,,0,,8.0,0,,0,0.0,0,39.6
Tim Patrick,DET,1,0,0,0,,0,,0,,25.0,0,,0,0.0,0,39.6
