Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Michael Pittman Jr.,IND,9,6,58,0,3,43,7.2,15,2.5,7.4,0,,0,0.0,0,84.5
Josh Downs,IND,8,3,32,0,1,17,5.7,15,5.0,8.8,1,3.0,0,0.0,0,50.0
Kylen Granson,IND,4,3,47,0,3,14,4.7,33,11.0,5.8,0,,0,0.0,0,113.5
Trey Sermon,IND,2,2,9,0,,2,1.0,7,3.5,1.0,0,,0,0.0,0,85.4
Jonathan Taylor,IND,2,1,4,0,0,-5,-5.0,9,9.0,-1.0,0,,1,50.0,0,56.2
Anthony Gould,IND,1,1,23,0,1,18,18.0,5,5.0,18.0,0,,0,0.0,0,118.7
Anthony Richardson,IND,1,1,-1,0,0,-8,-8.0,7,7.0,-8.0,0,,0,0.0,0,79.2
Will Mallory,IND,1,0,0,0,,0,,0,,0.0,0,,0,0.0,1,0.0
Alec Pierce,IND,4,0,0,0,,0,,0,,16.3,0,,0,0.0,1,0.0
Adonai Mitchell,IND,4,0,0,0,,0,,0,,16.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Marvin Mims,DEN,4,4,20,0,1,-18,-4.5,38,9.5,-4.5,0,,0,0.0,0,87.5
Jaleel McLaughlin,DEN,3,3,13,0,0,-10,-3.3,23,7.7,-3.3,0,,0,0.0,0,84.7
Courtland Sutton,DEN,9,3,32,1,2,32,10.7,0,0.0,14.8,0,,3,33.3,2,42.1
Lucas Krull,DEN,2,2,8,0,,3,1.5,5,2.5,1.5,1,2.0,0,0.0,0,83.3
Troy Franklin,DEN,5,2,9,0,,-1,-0.5,10,5.0,5.2,0,,1,20.0,0,47.9
Adam Trautman,DEN,2,2,20,1,1,19,9.5,1,0.5,9.5,0,,0,0.0,0,147.9
Javonte Williams,DEN,3,2,8,0,,-1,-0.5,9,4.5,0.3,0,,1,33.3,0,70.1
Nate Adkins,DEN,1,1,15,1,1,5,5.0,10,10.0,5.0,1,1.0,0,0.0,0,158.3
Audric Estime,DEN,1,1,5,0,,-3,-3.0,8,8.0,-3.0,0,,0,0.0,0,87.5
Lil'Jordan Humphrey,DEN,1,0,0,0,,0,,0,,12.0,0,,0,0.0,1,0.0
Devaughn Vele,DEN,1,0,0,0,,0,,0,,5.0,0,,0,0.0,0,39.6
