Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cooper Kupp,LAR,14,11,104,0,4,58,5.3,46,4.2,5.6,0,,1,7.1,0,97.6
Demarcus Robinson,LAR,9,6,94,2,5,93,15.5,1,0.2,15.8,0,,0,0.0,0,140.7
Tyler Johnson,LAR,5,3,38,0,1,22,7.3,16,5.3,6.6,0,,0,0.0,0,83.7
Davis Allen,LAR,3,1,5,0,,2,2.0,3,3.0,6.3,0,,0,0.0,0,42.4
Tutu Atwell,LAR,3,1,16,0,1,16,16.0,0,0.0,24.3,0,,0,0.0,0,52.1
Hunter Long,LAR,1,1,4,0,,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3
Puka Nacua,LAR,4,1,11,0,1,-3,-3.0,14,14.0,17.5,0,,0,0.0,1,0.0
Kyren Williams,LAR,3,1,26,0,1,1,1.0,25,25.0,3.3,0,,0,0.0,0,66.0
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jaxon Smith-Njigba,SEA,13,7,180,2,5,131,18.7,49,7.0,17.5,2,3.5,1,7.7,2,99.0
AJ Barner,SEA,7,4,27,0,2,8,2.0,19,4.8,1.1,0,,1,14.3,1,26.2
Tyler Lockett,SEA,4,3,63,1,3,56,18.7,7,2.3,17.8,0,,0,0.0,0,156.2
Kenneth Walker III,SEA,3,3,24,0,1,-5,-1.7,29,9.7,-1.7,0,,0,0.0,0,100.0
Zach Charbonnet,SEA,3,2,25,0,1,-1,-0.5,26,13.0,-0.3,0,,0,0.0,0,92.4
Cody White,SEA,3,2,44,0,2,31,15.5,13,6.5,13.3,0,,0,0.0,0,109.7
Jake Bobo,SEA,1,0,0,0,,0,,0,,15.0,0,,0,0.0,0,39.6
