Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
George Pickens,PIT,7,5,91,1,4,66,13.2,25,5.0,17.7,2,2.5,1,14.3,1,113.7
Pat Freiermuth,PIT,3,3,17,1,3,5,1.7,12,4.0,1.7,0,,0,0.0,0,129.9
Calvin Austin III,PIT,6,2,20,0,,10,5.0,10,5.0,13.2,1,2.0,1,16.7,0,43.7
Jaylen Warren,PIT,2,2,29,0,1,1,0.5,28,14.0,0.5,0,,0,0.0,0,118.7
Darnell Washington,PIT,3,1,6,0,,0,0.0,6,6.0,1.7,0,,0,0.0,0,42.4
Mike Williams,PIT,1,1,32,1,1,32,32.0,0,0.0,32.0,0,,0,0.0,0,158.3
Van Jefferson,PIT,2,0,0,0,,0,,0,,29.0,0,,0,0.0,0,39.6
James Pierre,PIT,1,0,0,0,,0,,0,,14.0,0,,1,100.0,0,39.6
MyCole Pruitt,PIT,1,0,0,0,,0,,0,,10.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Terry McLaurin,WAS,6,5,113,0,4,59,11.8,54,10.8,11.0,1,5.0,0,0.0,0,118.7
Zach Ertz,WAS,8,4,31,0,,21,5.3,10,2.5,3.1,0,,1,12.5,0,59.9
Noah Brown,WAS,7,3,33,0,2,27,9.0,6,2.0,9.3,0,,2,28.6,0,57.4
Dyami Brown,WAS,3,2,-13,0,,-9,-4.5,-4,-2.0,-2.0,0,,1,33.3,0,70.1
Austin Ekeler,WAS,2,1,7,0,0,2,2.0,5,5.0,1.0,0,,0,0.0,0,58.3
Luke McCaffrey,WAS,3,1,23,0,1,18,18.0,5,5.0,22.0,0,,0,0.0,0,61.8
Olamide Zaccheaus,WAS,3,1,8,0,,-3,-3.0,11,11.0,5.0,0,,0,0.0,0,42.4
