Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Falcons won the coin toss and deferred, Saints to receive the opening kickoff.",,
1,15:00,,,ATL 35,0,0,"Younghoe Koo kicks off 58 yards, returned by Deonte Harty for 9 yards (tackle by Darren Hall)",0.000,-0.140
1,14:55,1,10,NOR 16,0,0,Taysom Hill pass complete short left to Adam Prentice for 2 yards (tackle by Adetokunbo Ogundeji),-0.140,-0.350
1,14:17,2,8,NOR 18,0,0,Taysom Hill pass complete short right to Tre'Quan Smith for 8 yards (tackle by AJ Terrell),-0.350,0.670
1,13:07,1,10,NOR 26,0,0,Alvin Kamara right tackle for no gain (tackle by Grady Jarrett),0.670,0.130
1,12:36,2,10,NOR 26,0,0,Alvin Kamara left tackle for 27 yards (tackle by Shawn Williams),0.130,2.460
1,11:51,1,10,ATL 47,0,0,Tony Jones left guard for 4 yards (tackle by Mike Pennel and Brandon Copeland),2.460,2.450
1,11:13,2,6,ATL 43,0,0,Taysom Hill pass complete short right to Nick Vannett for 10 yards (tackle by Foyesade Oluokun and Mykal Walker),2.450,3.380
1,10:33,1,10,ATL 33,0,0,Deonte Harty right end for 9 yards (tackle by Foyesade Oluokun),3.380,4.050
1,9:56,2,1,ATL 24,0,0,Adam Prentice right guard for 1 yard (tackle by Steven Means and Ta'Quon Graham),4.050,4.040
1,9:16,1,10,ATL 23,0,0,Alvin Kamara left tackle for 5 yards (tackle by Foyesade Oluokun and Deion Jones),4.040,4.210
1,8:36,2,5,ATL 18,6,0,"Taysom Hill pass complete short left to Adam Trautman for 18 yards, touchdown",4.210,7.000
1,8:29,,,ATL 15,7,0,Brett Maher kicks extra point good,0.000,0.000
1,8:29,,,NOR 35,7,0,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
1,8:24,1,10,ATL 25,7,0,Cordarrelle Patterson right tackle for 3 yards (tackle by Kwon Alexander and David Onyemata),0.610,0.470
1,7:46,2,7,ATL 28,7,0,"Matt Ryan pass incomplete intended for Hayden Hurst. Penalty on David Onyemata: Roughing the Passer, 15 yards (accepted) (no play)",0.470,1.800
1,7:42,1,10,ATL 43,7,0,"Penalty on Kyle Pitts: False Start, 5 yards (accepted) (no play)",1.800,1.470
1,7:42,1,15,ATL 38,7,0,Matt Ryan pass complete short right to Cordarrelle Patterson for 1 yard (tackle by Demario Davis),1.470,0.710
1,6:53,2,14,ATL 39,7,0,Matt Ryan pass complete deep right to Russell Gage for 26 yards (tackle by Paulson Adebo),0.710,3.250
1,6:11,1,10,NOR 35,7,0,Matt Ryan pass incomplete short middle intended for Kyle Pitts,3.250,2.700
1,6:08,2,10,NOR 35,7,0,Matt Ryan pass complete short right to Russell Gage for 9 yards (tackle by Marcus Williams),2.700,3.200
1,5:29,3,1,NOR 26,7,0,Cordarrelle Patterson right guard for 2 yards (tackle by Malcolm Roach and Shy Tuttle),3.200,3.970
1,4:44,1,10,NOR 24,7,0,Matt Ryan pass complete short left to Kyle Pitts for 1 yard (tackle by Marshon Lattimore),3.970,3.570
1,4:07,2,9,NOR 23,7,0,Matt Ryan pass incomplete short right,3.570,2.870
1,4:00,3,9,NOR 23,7,0,Matt Ryan sacked by and David Onyemata for -7 yards and Marcus Davenport for -7 yards,2.870,1.410
1,3:20,4,16,NOR 30,7,3,Younghoe Koo 48 yard field goal good,1.410,3.000
1,3:15,,,ATL 35,7,3,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
1,3:15,1,10,NOR 25,7,3,Taysom Hill pass complete deep left to Lil'Jordan Humphrey for 26 yards (tackle by Mykal Walker),0.610,2.320
1,2:31,1,10,ATL 49,7,3,Alvin Kamara left end for 8 yards (tackle by Shawn Williams and Foyesade Oluokun),2.320,2.860
1,1:52,2,2,ATL 41,7,3,Taysom Hill left end for 5 yards (tackle by Deion Jones and Shawn Williams),2.860,3.180
1,1:11,1,10,ATL 36,7,3,Taysom Hill pass incomplete deep middle intended for Deonte Harty,3.180,2.640
1,1:05,2,10,ATL 36,7,3,Taysom Hill pass complete short left to Deonte Harty for 9 yards (tackle by Fabian Moreau),2.640,3.140
1,0:27,3,1,ATL 27,7,3,Alvin Kamara right guard for 10 yards (tackle by Shawn Williams),3.140,4.440
Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ATL 17,7,3,Taysom Hill scrambles right end for 4 yards (tackle by Shawn Williams),4.440,4.500
2,14:24,2,6,ATL 13,7,3,Alvin Kamara right tackle for -3 yards (tackle by Adetokunbo Ogundeji and Brandon Copeland),4.500,3.190
2,13:37,3,9,ATL 16,7,3,Taysom Hill pass incomplete deep right intended for Marquez Callaway,3.190,2.380
2,13:33,4,9,ATL 16,7,3,Brett Maher 34 yard field goal no good,2.380,-0.540
2,13:29,1,10,ATL 24,7,3,Matt Ryan pass complete short left to Keith Smith for 3 yards (tackle by Marshon Lattimore),0.540,0.400
2,13:04,2,7,ATL 27,7,3,Cordarrelle Patterson left tackle for 2 yards (tackle by Malcolm Roach and Christian Ringo),0.400,-0.030
2,12:33,3,5,ATL 29,7,3,Matt Ryan pass complete deep left to Olamide Zaccheaus for 28 yards (tackle by Paulson Adebo and Marcus Williams),-0.030,2.720
2,11:55,1,10,NOR 43,7,3,Cordarrelle Patterson right end for 4 yards (tackle by Demario Davis and Kaden Elliss),2.720,2.720
2,11:17,2,6,NOR 39,7,3,Mike Davis left end for 3 yards (tackle by C.J. Gardner-Johnson and Carl Granderson),2.720,2.410
2,10:39,3,3,NOR 36,7,3,Matt Ryan pass incomplete short right,2.410,0.890
2,10:36,4,3,NOR 36,7,6,Younghoe Koo 54 yard field goal good,0.890,3.000
2,10:31,,,ATL 35,7,6,"Younghoe Koo kicks off 65 yards, returned by Deonte Harty for 27 yards (tackle by Keith Smith)",0.000,0.740
2,10:23,1,10,NOR 27,7,6,Alvin Kamara left end for 2 yards (tackle by Shawn Williams),0.740,0.470
2,9:45,2,8,NOR 29,7,6,Alvin Kamara right tackle for -1 yards (tackle by Ta'Quon Graham),0.470,-0.360
2,9:08,3,9,NOR 28,7,6,Taysom Hill pass complete short middle to Tre'Quan Smith for 34 yards (tackle by Duron Harmon and Steven Means),-0.360,3.050
2,8:11,1,10,ATL 38,7,6,Alvin Kamara right tackle for 5 yards (tackle by AJ Terrell and Foyesade Oluokun),3.050,3.180
2,7:32,2,5,ATL 33,7,6,Taysom Hill scrambles right tackle for 3 yards (tackle by Foyesade Oluokun),3.180,2.870
2,7:05,3,2,ATL 30,7,6,Taysom Hill left end for 5 yards (tackle by Deion Jones),2.870,3.910
2,6:26,1,10,ATL 25,7,6,Taysom Hill left tackle for 1 yard (tackle by Shawn Williams),3.910,3.500
2,6:01,2,9,ATL 24,7,6,Trevor Siemian pass incomplete deep right intended for Ty Montgomery,3.500,2.810
2,5:56,3,9,ATL 24,7,6,"Trevor Siemian pass incomplete intended for Tre'Quan Smith. Penalty on Fabian Moreau: Defensive Pass Interference, 11 yards (accepted) (no play)",2.810,4.710
