Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Packers won the coin toss and deferred, Bears to receive the opening kickoff.",,
1,15:00,,,GNB 35,0,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CHI 25,0,0,Justin Fields pass incomplete short right intended for Allen Robinson,0.610,0.060
1,14:56,2,10,CHI 25,0,0,Damien Williams left guard for 5 yards (tackle by Rashan Gary and De'Vondre Campbell),0.060,0.040
1,14:17,3,5,CHI 30,0,0,Justin Fields scrambles left end for 8 yards (tackle by Rasul Douglas),0.040,1.470
1,13:34,1,10,CHI 38,0,0,Justin Fields pass complete deep left to Darnell Mooney for 19 yards (tackle by Adrian Amos),1.470,2.720
1,13:09,1,10,GNB 43,0,0,David Montgomery right guard for 2 yards (tackle by Kingsley Keke and Kenny Clark),2.720,2.450
1,12:32,2,8,GNB 41,0,0,David Montgomery right tackle for 1 yard (tackle by De'Vondre Campbell and Tipa Galeai),2.450,1.880
1,11:42,3,7,GNB 40,0,0,Justin Fields pass incomplete short middle intended for Cole Kmet (defended by Henry Black) (defended by Kingsley Keke),1.880,0.590
1,11:35,4,7,GNB 40,0,0,"Pat O'Donnell punts 40 yards, touchback.",0.590,-0.280
1,11:28,1,10,GNB 20,0,0,Aaron Rodgers pass complete short left to Allen Lazard for 6 yards (tackle by Artie Burns and Roquan Smith),0.280,0.540
1,10:52,2,4,GNB 26,0,0,Aaron Rodgers sacked by Robert Quinn for -11 yards,0.540,-1.860
1,10:10,3,15,GNB 15,0,0,Aaron Rodgers pass complete short right to Josiah Deguara for 6 yards (tackle by Xavier Crawford),-1.860,-1.960
1,9:23,4,9,GNB 21,0,0,"Corey Bojorquez punts 57 yards, returned by Jakeem Grant for 34 yards (tackle by Corey Bojorquez)",-1.960,-2.650
1,9:08,1,10,GNB 44,0,0,Justin Fields pass incomplete deep right intended for Darnell Mooney (defended by Adrian Amos),2.650,2.110
1,9:00,2,10,GNB 44,0,0,David Montgomery right end for 5 yards (tackle by De'Vondre Campbell and Dean Lowry),2.110,2.080
1,8:25,3,5,GNB 39,0,0,Justin Fields pass complete short right to Allen Robinson for 8 yards (tackle by Eric Stokes),2.080,3.510
1,7:49,1,10,GNB 31,0,0,David Montgomery left guard for 1 yard (tackle by Rashan Gary and Tipa Galeai),3.510,3.100
1,7:10,2,9,GNB 30,0,0,David Montgomery up the middle for 20 yards (tackle by De'Vondre Campbell),3.100,4.910
1,6:34,1,10,GNB 10,0,0,Justin Fields right end for 1 yard (tackle by Eric Stokes),4.910,4.380
1,6:09,2,9,GNB 9,0,0,"Justin Fields pass incomplete short left intended for Allen Robinson. Penalty on Kingsley Keke: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",4.380,6.280
1,6:02,1,4,GNB 4,0,0,David Montgomery left tackle for 1 yard (tackle by Dean Lowry and Preston Smith),6.280,5.530
1,5:25,2,3,GNB 3,0,0,"Penalty on Teven Jenkins: False Start, 5 yards (accepted) (no play)",5.530,4.570
1,5:08,2,8,GNB 8,0,0,Justin Fields scrambles right end for 3 yards (tackle by De'Vondre Campbell),4.570,4.260
1,4:28,3,5,GNB 5,0,0,Justin Fields pass incomplete short middle intended for Cole Kmet (defended by Krys Barnes),4.260,3.010
1,4:24,4,5,GNB 5,3,0,Cairo Santos 23 yard field goal good,3.010,3.000
1,4:21,,,CHI 35,3,0,"Cairo Santos kicks off 60 yards, returned by Malik Taylor for no gain",0.000,-0.380
1,4:20,1,10,GNB 5,3,0,Aaron Jones right end for 15 yards (tackle by Eddie Jackson),-0.380,0.280
1,3:46,1,10,GNB 20,3,0,Aaron Jones right tackle for 1 yard (tackle by Alec Ogletree),0.280,-0.130
1,3:04,2,9,GNB 21,3,0,Aaron Rodgers sacked by Robert Quinn for -9 yards,-0.130,-2.360
1,2:22,3,18,GNB 12,3,0,Aaron Rodgers pass complete deep left to Allen Lazard for 32 yards (tackle by DeAndre Houston-Carson),-2.360,1.860
1,1:40,1,10,GNB 44,3,0,AJ Dillon up the middle for 2 yards (tackle by Angelo Blackson),1.860,1.590
1,1:01,2,8,GNB 46,3,0,"Aaron Rodgers aborted snap, recovered by AJ Dillon at GB-41 and returned for 3 yards AJ Dillon for no gain (tackle by Roquan Smith and Margus Hunt)",1.590,0.630
1,0:17,3,10,GNB 44,3,0,Aaron Rodgers pass complete short right to Aaron Jones for no gain (tackle by DeAndre Houston-Carson),0.630,-0.460
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
