Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,CLE 25,0,0,Case Keenum pass complete short left to Jarvis Landry for 7 yards (tackle by Kareem Jackson),0.610,1.010
1,14:30,2,3,CLE 32,0,0,Case Keenum pass complete short middle to Austin Hooper for 34 yards (tackle by Micah Kiser),1.010,3.310
1,13:53,1,10,DEN 34,0,0,D'Ernest Johnson left tackle for 20 yards (tackle by Ronald Darby),3.310,4.650
1,13:14,1,10,DEN 14,0,0,D'Ernest Johnson left tackle for 10 yards (tackle by Kareem Jackson),4.650,6.280
1,12:28,1,4,DEN 4,0,6,"D'Ernest Johnson left tackle for 4 yards, touchdown",6.280,7.000
1,12:20,,,DEN 15,0,7,Chase McLaughlin kicks extra point good,0.000,0.000
1,12:20,,,CLE 35,0,7,"Chase McLaughlin kicks off 65 yards, touchback.",0.000,0.610
1,12:20,1,10,DEN 25,0,7,Melvin Gordon right guard for 2 yards (tackle by Mack Wilson),0.610,0.330
1,11:45,2,8,DEN 27,0,7,Melvin Gordon left guard for 1 yard (tackle by John Johnson),0.330,-0.230
1,11:03,3,7,DEN 28,0,7,Teddy Bridgewater pass complete short right to Noah Fant for 6 yards (tackle by Anthony Walker),-0.230,-1.110
1,10:25,4,1,DEN 34,0,7,"Sam Martin punts 46 yards, returned by Demetric Felton for 3 yards (tackle by P.J. Locke)",-1.110,-0.480
1,10:13,1,10,CLE 23,0,7,"Penalty on Johnny Stanton: False Start, 5 yards (accepted) (no play)",0.480,0.000
1,10:13,1,15,CLE 18,0,7,Demetric Felton left tackle for 12 yards (tackle by Kareem Jackson and Ronald Darby),0.000,0.880
1,9:32,2,3,CLE 30,0,7,Case Keenum pass complete short left to Jarvis Landry for 4 yards (tackle by Von Miller),0.880,1.200
1,8:59,1,10,CLE 34,0,7,Case Keenum pass complete short right to Jarvis Landry for 5 yards (tackle by Micah Kiser and Bryce Callahan),1.200,1.330
1,8:24,2,5,CLE 39,0,7,D'Ernest Johnson left tackle for 1 yard (tackle by Shamar Stephen),1.330,0.760
1,7:55,3,4,CLE 40,0,7,Case Keenum pass complete short right to Jarvis Landry for 14 yards (tackle by Bryce Callahan),0.760,2.520
1,7:15,1,10,DEN 46,0,7,D'Ernest Johnson right guard for 9 yards (tackle by Justin Strnad and Malik Reed),2.520,3.190
1,6:33,2,1,DEN 37,0,7,Case Keenum pass incomplete deep left intended for Odell Beckham (defended by Justin Simmons),3.190,2.480
1,6:25,3,1,DEN 37,0,7,Johnny Stanton left guard for 2 yards (tackle by Dre'Mont Jones and Justin Simmons),2.480,3.250
1,5:43,1,10,DEN 35,0,7,Demetric Felton left tackle for 1 yard (tackle by Jonathon Cooper),3.250,2.840
1,5:04,2,9,DEN 34,0,7,"Demetric Felton left guard for no gain (tackle by Kareem Jackson and DeShawn Williams). Penalty on J.C. Tretter: Offensive Holding, 10 yards (accepted) (no play)",2.840,1.490
1,4:40,2,19,DEN 44,0,7,Case Keenum pass complete short left to Demetric Felton for 8 yards (tackle by Ronald Darby),1.490,1.880
1,3:59,3,11,DEN 36,0,7,Case Keenum scrambles left guard for 2 yards (tackle by Shelby Harris),1.880,1.060
1,3:14,4,9,DEN 34,0,10,Chase McLaughlin 52 yard field goal good,1.060,3.000
1,3:09,,,CLE 35,0,10,"Chase McLaughlin kicks off 64 yards, returned by Diontae Spencer for 17 yards (tackle by Mack Wilson)",0.000,0.040
1,3:05,1,10,DEN 18,0,10,"Penalty on Malik McDowell: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.040,0.880
1,3:05,1,5,DEN 23,0,10,Teddy Bridgewater pass complete short left to Javonte Williams for 8 yards (tackle by Mack Wilson and Sione Takitaki),0.880,1.000
1,2:30,1,10,DEN 31,0,10,Javonte Williams left tackle for 6 yards (tackle by Anthony Walker),1.000,1.270
1,1:48,2,4,DEN 37,0,10,Teddy Bridgewater pass complete deep right to Courtland Sutton for 31 yards (tackle by Greg Newsome),1.270,3.450
1,1:07,1,10,CLE 32,0,10,Teddy Bridgewater pass complete short left to Javonte Williams for 1 yard (tackle by Troy Hill),3.450,3.040
1,0:28,2,9,CLE 31,0,10,Javonte Williams right guard for no gain (tackle by Takkarist McKinley and Anthony Walker),3.040,2.340
Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,CLE 31,0,10,Teddy Bridgewater pass deep middle intended for John Brown is intercepted by John Johnson in end zone and returned for no gain,2.340,-0.280
2,14:53,1,10,CLE 20,0,10,Case Keenum pass complete short left to D'Ernest Johnson for 4 yards (tackle by Curtis Robinson and Malik Reed),0.280,0.270
2,14:11,2,6,CLE 24,0,10,D'Ernest Johnson right guard for 5 yards (tackle by Shelby Harris),0.270,0.230
2,13:31,3,1,CLE 29,0,10,D'Ernest Johnson right guard for 10 yards (tackle by Bryce Callahan),0.230,1.530
2,12:50,1,10,CLE 39,0,10,John Kelly left tackle for 11 yards (tackle by Mike Purcell),1.530,2.260
2,12:14,1,10,CLE 50,0,10,John Kelly left tackle for 2 yards (tackle by DeShawn Williams and Jonathon Cooper),2.260,1.980
2,11:32,2,8,DEN 48,0,10,"Penalty on Joel Bitonio: False Start, 5 yards (accepted) (no play)",1.980,1.310
2,11:15,2,13,CLE 47,0,10,Case Keenum pass incomplete short left intended for Odell Beckham,1.310,0.630
2,11:11,3,13,CLE 47,0,10,Case Keenum pass incomplete deep right intended for Anthony Schwartz,0.630,-0.260
2,11:03,4,13,CLE 47,0,10,"Jamie Gillan punts 43 yards, returned by Diontae Spencer for 3 yards (tackle by Harrison Bryant and Mack Wilson)",-0.260,0.320
2,10:52,1,10,DEN 13,0,10,"Penalty on Noah Fant: False Start, 5 yards (accepted) (no play)",-0.320,-0.570
2,10:52,1,15,DEN 8,0,10,Teddy Bridgewater pass complete short left to Javonte Williams for no gain (tackle by Ronnie Harrison and Denzel Ward),-0.570,-1.150
2,10:15,2,15,DEN 8,0,10,Teddy Bridgewater pass complete short left to Melvin Gordon for 6 yards (tackle by Anthony Walker),-1.150,-1.300
2,9:29,3,9,DEN 14,0,10,Teddy Bridgewater pass complete short right to Noah Fant for 6 yards (tackle by Troy Hill),-1.300,-2.030
2,8:49,4,3,DEN 20,0,10,"Sam Martin punts 59 yards, returned by Demetric Felton for 10 yards (tackle by Tyrie Cleveland)",-2.030,-1.000
2,8:37,1,10,CLE 31,0,10,D'Ernest Johnson right tackle for 3 yards (tackle by Mike Purcell and Von Miller),1.000,0.870
2,7:56,2,7,CLE 34,0,10,Case Keenum pass complete short left to David Njoku for 6 yards (tackle by Justin Simmons),0.870,0.960
2,7:19,3,1,CLE 40,0,10,Johnny Stanton right guard for 3 yards (tackle by Shelby Harris and DeShawn Williams),0.960,1.800
2,6:38,1,10,CLE 43,0,10,Case Keenum pass incomplete short right intended for Rashard Higgins (defended by Patrick Surtain),1.800,1.250
2,6:32,2,10,CLE 43,0,10,Case Keenum pass complete short left to Demetric Felton for 9 yards (tackle by Justin Strnad),1.250,1.750
2,5:53,3,1,DEN 48,0,10,Case Keenum pass complete short right to Harrison Bryant for 15 yards (tackle by Kareem Jackson),1.750,3.380
2,5:09,1,10,DEN 33,0,10,D'Ernest Johnson right guard for no gain (tackle by Shamar Stephen and Justin Strnad) (no play),3.380,3.050
2,4:40,1,15,DEN 38,0,10,Case Keenum pass incomplete deep right intended for Jarvis Landry,3.050,2.160
2,4:34,2,15,DEN 38,0,10,Case Keenum pass complete short right to Anthony Schwartz for 6 yards (tackle by Patrick Surtain),2.160,2.280
2,4:03,3,9,DEN 32,0,10,Case Keenum pass complete short right to David Njoku for 12 yards (tackle by Kareem Jackson),2.280,4.240
2,3:19,1,10,DEN 20,0,10,Case Keenum sacked by Shelby Harris for -5 yards,4.240,3.020
2,2:37,2,15,DEN 25,0,10,D'Ernest Johnson left guard for 2 yards (tackle by Mike Purcell),3.020,2.610
2,2:00,3,13,DEN 23,0,10,Case Keenum pass incomplete short left intended for Odell Beckham,2.610,1.930
2,1:56,4,13,DEN 23,0,10,Chase McLaughlin 41 yard field goal no good blocked by Shelby Harris,1.930,-1.000
2,1:50,1,10,DEN 31,0,10,Melvin Gordon right guard for 2 yards (tackle by Jadeveon Clowney),1.000,0.730
2,1:23,2,8,DEN 33,0,10,Teddy Bridgewater pass incomplete short right intended for Noah Fant,0.730,0.040
2,1:18,3,8,DEN 33,0,10,Teddy Bridgewater pass incomplete short right,0.040,-1.180
2,1:09,4,8,DEN 33,0,10,"Sam Martin punts 47 yards, fair catch by Demetric Felton at CLE-20",-1.180,-0.280
2,1:02,1,10,CLE 20,0,10,Case Keenum pass complete short right to Rashard Higgins for -2 yards (tackle by Bryce Callahan),0.280,-0.630
2,0:47,,,,,,Timeout #1 by Denver Broncos,,
2,0:47,2,12,CLE 18,0,10,Case Keenum pass incomplete short right intended for Odell Beckham,-0.630,-1.330
2,0:42,3,12,CLE 18,0,10,Case Keenum pass incomplete short right intended for Austin Hooper,-1.330,-2.240
2,0:35,4,12,CLE 18,0,10,"Jamie Gillan punts 65 yards, returned by Diontae Spencer for 13 yards (tackle by John Johnson and Grant Delpit)",-2.240,-0.940
2,0:23,1,10,DEN 30,0,10,"Teddy Bridgewater pass incomplete deep left intended for Courtland Sutton. Penalty on Courtland Sutton: Offensive Pass Interference, 10 yards (accepted) (no play)",0.940,0.280
2,0:17,1,20,DEN 20,0,10,Javonte Williams left guard for 7 yards (tackle by Anthony Walker),0.280,-0.010
Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,0,10,"Chase McLaughlin kicks off 62 yards, returned by Diontae Spencer for 18 yards (tackle by Sione Takitaki)",0.000,0.340
3,14:56,1,10,DEN 21,0,10,Teddy Bridgewater pass complete short right to Noah Fant for 9 yards (tackle by Ronnie Harrison),0.340,1.020
3,14:10,2,1,DEN 30,0,10,Melvin Gordon left guard for 3 yards (tackle by Malik McDowell and Anthony Walker),1.020,1.140
3,13:23,1,10,DEN 33,0,10,Teddy Bridgewater pass complete short left to Courtland Sutton for 12 yards (tackle by Greg Newsome),1.140,1.930
3,12:42,1,10,DEN 45,0,10,Teddy Bridgewater pass complete short right to Courtland Sutton for 13 yards,1.930,2.790
3,12:25,1,10,CLE 42,0,10,Melvin Gordon left guard for 3 yards (tackle by Sione Takitaki and Malik Jackson),2.790,2.650
3,11:47,2,7,CLE 39,0,10,Melvin Gordon left tackle for 5 yards (tackle by Myles Garrett and Jordan Elliott),2.650,2.610
3,11:01,3,2,CLE 34,0,10,Teddy Bridgewater pass complete short right to Kendall Hinton for 4 yards (tackle by Anthony Walker),2.610,3.580
3,10:26,1,10,CLE 30,0,10,Teddy Bridgewater pass complete short left to Kendall Hinton for 11 yards (tackle by Anthony Walker),3.580,4.310
3,9:45,1,10,CLE 19,0,10,Melvin Gordon left guard for 2 yards (tackle by Jordan Elliott),4.310,4.030
3,9:09,2,8,CLE 17,0,10,Teddy Bridgewater pass complete short left to Noah Fant for 9 yards (tackle by Ronnie Harrison),4.030,5.370
3,8:42,1,8,CLE 8,0,10,Teddy Bridgewater pass incomplete short right intended for Noah Fant,5.370,4.570
3,8:37,2,8,CLE 8,0,10,Melvin Gordon left guard for no gain (tackle by Malik McDowell and Ronnie Harrison),4.570,3.580
3,7:54,3,8,CLE 8,6,10,"Teddy Bridgewater pass complete short left to Melvin Gordon for 8 yards, touchdown",3.580,7.000
3,7:48,,,CLE 15,7,10,Brandon McManus kicks extra point good,0.000,0.000
3,7:48,,,DEN 35,7,10,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
3,7:48,1,10,CLE 25,7,10,D'Ernest Johnson left tackle for no gain (tackle by Shelby Harris) (no play),0.610,0.280
3,7:20,1,15,CLE 20,7,10,Case Keenum pass complete short left to Odell Beckham for 6 yards (tackle by Ronald Darby),0.280,0.200
3,6:42,2,9,CLE 26,7,10,Case Keenum pass complete deep left to Odell Beckham for 17 yards (tackle by Ronald Darby),0.200,1.800
3,5:57,1,10,CLE 43,7,10,Case Keenum pass complete short middle to Anthony Schwartz for 16 yards (tackle by Ronald Darby and Jonathon Cooper),1.800,2.850
3,5:18,1,10,DEN 41,7,10,D'Ernest Johnson left tackle for no gain (tackle by DeShawn Williams and Justin Strnad),2.850,2.310
3,4:33,2,10,DEN 41,7,10,Case Keenum pass complete short left to D'Ernest Johnson for 18 yards (tackle by Justin Strnad),2.310,4.040
3,3:57,1,10,DEN 23,7,10,Case Keenum pass incomplete short left intended for Harrison Bryant,4.040,3.500
3,3:51,2,10,DEN 23,7,10,D'Ernest Johnson right guard for 9 yards (tackle by Justin Simmons),3.500,4.280
3,3:07,3,1,DEN 14,7,10,Case Keenum up the middle for 1 yard (tackle by DeShawn Williams),4.280,4.710
3,2:29,1,10,DEN 13,7,10,D'Ernest Johnson right guard for 6 yards (tackle by Dre'Mont Jones and Malik Reed),4.710,5.150
3,1:50,2,4,DEN 7,7,10,D'Ernest Johnson right guard for 1 yard (tackle by Jonathon Cooper and Curtis Robinson),5.150,4.560
3,1:01,3,3,DEN 6,7,10,Case Keenum pass incomplete short right intended for Jarvis Landry,4.560,3.010
3,0:58,4,3,DEN 6,7,10,Case Keenum scrambles up the middle for 5 yards (tackle by Bryce Callahan and Justin Strnad),3.010,6.970
3,0:30,1,1,DEN 1,7,16,"Case Keenum pass complete short left to Johnny Stanton for 1 yard, touchdown",6.970,7.000
3,0:27,,,DEN 15,7,17,Chase McLaughlin kicks extra point good,0.000,0.000
3,0:27,,,CLE 35,7,17,"Chase McLaughlin kicks off 61 yards, returned by Diontae Spencer for 21 yards (tackle by Joe Jackson)",0.000,0.610
3,0:21,1,10,DEN 25,7,17,Teddy Bridgewater pass incomplete short left intended for Tim Patrick (defended by Grant Delpit),0.610,0.060
3,0:17,2,10,DEN 25,7,17,Teddy Bridgewater pass complete short left to Javonte Williams for 8 yards (tackle by Anthony Walker),0.060,0.430
Quarter,Time,Down,ToGo,Location,DEN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,DEN 33,7,17,"Teddy Bridgewater sacked by and Jadeveon Clowney for -5 yards and Myles Garrett for -5 yards. Penalty on Garett Bolles: Offensive Holding, 10 yards (declined)",0.430,-1.500
4,14:38,4,7,DEN 28,7,17,Sam Martin punts 50 yards downed by Nate Hairston,-1.500,-0.410
4,14:27,1,10,CLE 22,7,17,Case Keenum pass incomplete short left,0.410,-0.130
4,14:22,2,10,CLE 22,7,17,D'Ernest Johnson right tackle for 9 yards (tackle by Kareem Jackson),-0.130,0.370
4,13:47,3,1,CLE 31,7,17,Case Keenum pass complete short middle to Demetric Felton for 4 yards (tackle by Mike Purcell),0.370,1.270
4,13:02,1,10,CLE 35,7,17,D'Ernest Johnson left tackle for 5 yards (tackle by Malik Reed),1.270,1.400
4,12:24,2,5,CLE 40,7,17,Anthony Schwartz right end for -2 yards (tackle by Ronald Darby),1.400,0.430
4,11:29,3,7,CLE 38,7,17,"Case Keenum pass complete deep right to Jarvis Landry for 16 yards (tackle by Patrick Surtain) DEN challenged the pass completion ruling, and the original play was overturned. Case Keenum pass incomplete deep right intended for Jarvis Landry (defended by Patrick Surtain)",0.430,-0.850
4,11:32,4,7,CLE 38,7,17,"Jamie Gillan punts 47 yards, fair catch by Diontae Spencer at DEN-15. Penalty on Anthony Walker: Illegal Formation, 5 yards (accepted)",-0.850,-0.280
4,11:25,1,10,DEN 20,7,17,Teddy Bridgewater pass incomplete short left intended for Javonte Williams,0.280,-0.270
4,11:19,2,10,DEN 20,7,17,"Teddy Bridgewater pass complete short left to Javonte Williams for 5 yards (tackle by Malcolm Smith and Denzel Ward). Penalty on Malcolm Smith: Face Mask (15 Yards), 15 yards (accepted)",-0.270,1.600
4,10:59,1,10,DEN 40,7,17,Javonte Williams left tackle for 7 yards (tackle by Malik McDowell and Anthony Walker),1.600,2.000
4,10:21,2,3,DEN 47,7,17,Teddy Bridgewater pass complete short right to Courtland Sutton for 2 yards (tackle by Greg Newsome),2.000,1.550
4,9:41,3,1,DEN 49,7,17,Teddy Bridgewater up the middle for 2 yards (tackle by Mack Wilson),1.550,2.320
4,8:59,1,10,CLE 49,7,17,Teddy Bridgewater pass incomplete deep left intended for Tim Patrick,2.320,1.780
4,8:52,2,10,CLE 49,7,17,Teddy Bridgewater pass complete short right to Tim Patrick for 9 yards,1.780,2.280
4,8:42,3,1,CLE 40,7,17,Teddy Bridgewater pass complete short right to Courtland Sutton for 10 yards (tackle by John Johnson),2.280,3.580
4,8:02,1,10,CLE 30,7,17,Teddy Bridgewater pass complete short right to Eric Saubert for 3 yards (tackle by Mack Wilson),3.580,3.440
4,7:19,,,,,,Timeout #1 by Cleveland Browns,,
4,7:19,2,7,CLE 27,7,17,Teddy Bridgewater pass complete short left to Tim Patrick for 7 yards (tackle by Takkarist McKinley),3.440,4.240
4,6:43,1,10,CLE 20,7,17,Teddy Bridgewater pass incomplete short left intended for Melvin Gordon,4.240,3.690
4,6:39,2,10,CLE 20,7,17,Teddy Bridgewater pass incomplete short right intended for Tyrie Cleveland (defended by Greg Newsome),3.690,3.010
4,6:13,3,10,CLE 20,7,17,"Teddy Bridgewater pass complete short left to Noah Fant for 10 yards (tackle by Ronnie Harrison) CLE challenged the first down ruling, and the original play was overturned. Teddy Bridgewater pass complete short left to Noah Fant for 9 yards (tackle by Ronnie Harrison)",3.010,2.850
4,6:09,4,1,CLE 11,7,17,Teddy Bridgewater up the middle for 1 yard (tackle by Malik Jackson),2.850,4.910
4,6:02,1,10,CLE 10,7,17,Teddy Bridgewater pass incomplete short left intended for Tim Patrick (defended by Greedy Williams),4.910,4.190
4,5:59,2,10,CLE 10,7,17,Teddy Bridgewater sacked by Myles Garrett for no gain,4.190,3.130
4,5:23,3,10,CLE 10,13,17,"Teddy Bridgewater pass complete short left to Javonte Williams for 10 yards, touchdown",3.130,7.000
4,5:17,,,CLE 15,14,17,Brandon McManus kicks extra point good,0.000,0.000
4,5:17,,,DEN 35,14,17,"Brandon McManus kicks off 65 yards, returned by Anthony Schwartz for 26 yards (tackle by Caden Sterns)",0.000,0.670
4,5:12,1,10,CLE 26,14,17,Case Keenum pass complete short left to Austin Hooper for 8 yards (tackle by Mike Purcell),0.670,1.210
4,4:26,2,2,CLE 34,14,17,D'Ernest Johnson right guard for 20 yards (tackle by Kareem Jackson and Justin Strnad),1.210,2.520
4,3:35,1,10,DEN 46,14,17,D'Ernest Johnson right guard for 6 yards (tackle by Justin Simmons),2.520,2.790
4,3:30,,,,,,Timeout #1 by Denver Broncos,,
4,3:30,2,4,DEN 40,14,17,Case Keenum pass complete short left to Jarvis Landry for 7 yards (tackle by Ronald Darby),2.790,3.380
4,2:44,1,10,DEN 33,14,17,D'Ernest Johnson right guard for 3 yards (tackle by Jonathon Cooper),3.380,3.240
4,2:36,,,,,,Timeout #2 by Denver Broncos,,
4,2:36,2,7,DEN 30,14,17,D'Ernest Johnson right tackle for 7 yards (tackle by Justin Simmons and Kareem Jackson),3.240,4.040
4,2:27,,,,,,Timeout #3 by Denver Broncos,,
4,2:27,1,10,DEN 23,14,17,D'Ernest Johnson right guard for 3 yards (tackle by Mike Purcell),4.040,3.900
4,2:00,2,7,DEN 20,14,17,D'Ernest Johnson right tackle for 5 yards (tackle by Patrick Surtain and Kareem Jackson),3.900,4.050
4,1:13,,,,,,Timeout #2 by Cleveland Browns,,
4,1:13,3,2,DEN 15,14,17,"D'Ernest Johnson left guard for no gain. Penalty on David Njoku: Illegal Motion, 5 yards (accepted) (no play)",4.050,3.200
4,1:09,3,7,DEN 20,14,17,D'Ernest Johnson left guard for 8 yards (tackle by Curtis Robinson),3.200,4.780
4,0:23,1,10,DEN 12,14,17,Case Keenum kneels for -1 yards,4.780,3.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
