Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Ravens won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 35,0,0,"Justin Tucker kicks off 59 yards, returned by Trent Taylor for 25 yards (tackle by Tony Jefferson)",0.000,1.000
1,14:56,1,10,CIN 31,0,0,Joe Burrow pass complete short left to Tee Higgins for 10 yards (tackle by Brandon Stephens),1.000,1.660
1,14:22,1,10,CIN 41,0,0,Joe Mixon left guard for 8 yards (tackle by Kevon Seymour and Chuck Clark),1.660,2.200
1,13:38,2,2,CIN 49,0,0,Joe Burrow pass complete short left to Tee Higgins for 18 yards (tackle by Josh Bynes and Kevon Seymour),2.200,3.380
1,13:04,1,10,BAL 33,0,0,Joe Burrow pass complete short right to Tee Higgins for 20 yards (tackle by Chuck Clark),3.380,4.710
1,12:20,1,10,BAL 13,0,0,Joe Burrow pass complete short right to Joe Mixon for 3 yards (tackle by Patrick Queen),4.710,4.580
1,11:43,2,7,BAL 10,0,0,Joe Mixon left tackle for -2 yards (tackle by Patrick Queen),4.580,3.280
1,11:23,3,9,BAL 12,0,0,"Joe Burrow sacked by Isaiah Mack for no gain Penalty on CIN: Offensive Too Many Men on Field, 5 yards (offset) Penalty on BAL: Defensive Too Many Men on Field, 5 yards (offset) (no play)",3.280,3.280
1,11:15,3,9,BAL 12,0,0,Joe Burrow pass incomplete short right intended for Chris Evans (defended by Patrick Queen),3.280,2.630
1,11:10,4,9,BAL 12,0,3,Evan McPherson 30 yard field goal good,2.630,3.000
1,11:06,,,CIN 35,0,3,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
1,11:06,1,10,BAL 25,0,3,Josh Johnson pass complete short left to Rashod Bateman for 11 yards (tackle by Eli Apple),0.610,1.330
1,10:45,1,10,BAL 36,0,3,Josh Johnson pass complete short right to Mark Andrews for 17 yards (tackle by Vonn Bell),1.330,2.460
1,10:26,1,10,CIN 47,0,3,Josh Johnson pass complete short left to Rashod Bateman for 5 yards (tackle by Mike Hilton and Eli Apple),2.460,2.590
1,9:58,2,5,CIN 42,0,3,Devonta Freeman left guard for 8 yards (tackle by Germaine Pratt),2.590,3.310
1,9:21,1,10,CIN 34,0,3,Devonta Freeman left tackle for 2 yards (tackle by Markus Bailey),3.310,3.040
1,8:53,2,8,CIN 32,0,3,Josh Johnson pass incomplete short left,3.040,2.350
1,8:47,3,8,CIN 32,0,3,Josh Johnson pass complete short middle to Marquise Brown for 15 yards (tackle by Chidobe Awuzie),2.350,4.440
1,8:01,1,10,CIN 17,0,3,Latavius Murray left guard for 6 yards (tackle by Noah Spence),4.440,4.890
1,7:22,2,4,CIN 11,0,3,Josh Johnson pass complete short right to Rashod Bateman for 6 yards (tackle by Chidobe Awuzie and Markus Bailey),4.890,6.060
1,6:44,1,5,CIN 5,0,3,Latavius Murray right tackle for 1 yard (tackle by Markus Bailey),6.060,5.340
1,6:04,2,4,CIN 4,0,3,Josh Johnson pass incomplete short left intended for Marquise Brown (defended by Chidobe Awuzie),5.340,4.490
1,6:00,3,4,CIN 4,6,3,"Josh Johnson pass complete short middle to Rashod Bateman for 4 yards, touchdown",4.490,7.000
1,5:56,,,CIN 15,7,3,Justin Tucker kicks extra point good,0.000,0.000
1,5:56,,,BAL 35,7,3,"Justin Tucker kicks off 59 yards, returned by Trent Taylor for 20 yards (tackle by Malik Harrison and Jordan Richards)",0.000,0.670
1,5:52,1,10,CIN 26,7,3,Joe Burrow pass complete short right to Tee Higgins for 11 yards (tackle by Anthony Averett and Patrick Queen),0.670,1.400
1,5:10,1,10,CIN 37,7,3,Joe Mixon left tackle for 19 yards (tackle by Brandon Stephens),1.400,2.650
1,4:41,1,10,BAL 44,7,3,Joe Burrow pass complete short right to C.J. Uzomah for 16 yards (tackle by Anthony Averett),2.650,3.710
1,4:19,1,10,BAL 28,7,3,"Penalty on Tyler Boyd: False Start, 5 yards (accepted) (no play)",3.710,3.380
1,3:55,1,15,BAL 33,7,3,"Joe Burrow pass incomplete deep right intended for C.J. Uzomah. Penalty on Brandon Stephens: Illegal Contact, 5 yards (accepted) (no play)",3.380,3.710
1,3:47,1,10,BAL 28,7,3,Joe Mixon right guard for 3 yards (tackle by Patrick Queen and Jaylon Ferguson),3.710,3.570
1,3:06,2,7,BAL 25,7,3,Joe Burrow pass complete short middle to Drew Sample for 5 yards (tackle by Josh Bynes),3.570,3.530
1,2:24,3,2,BAL 20,7,3,Joe Burrow pass complete deep right to Ja'Marr Chase for 17 yards (tackle by Chuck Clark),3.530,6.510
1,1:59,1,3,BAL 3,7,3,Chris Evans up the middle for 1 yard (tackle by Brandon Stephens and Isaiah Mack),6.510,5.720
1,1:18,2,2,BAL 2,7,3,Joe Burrow pass incomplete short left intended for C.J. Uzomah,5.720,4.950
1,1:14,3,2,BAL 2,7,3,Joe Mixon right tackle for 1 yard (tackle by Tony Jefferson and Patrick Queen),4.950,3.550
1,0:30,4,1,BAL 1,7,9,"Joe Mixon for 1 yard, touchdown",3.550,7.000
1,0:27,,,BAL 15,7,10,Evan McPherson kicks extra point good,0.000,0.000
1,0:27,,,CIN 35,7,10,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
1,0:27,1,10,BAL 25,7,10,Josh Johnson pass incomplete short left intended for Rashod Bateman,0.610,0.060
1,0:24,2,10,BAL 25,7,10,Josh Johnson pass complete short middle to James Proche for 9 yards (tackle by Germaine Pratt),0.060,0.560
Quarter,Time,Down,ToGo,Location,BAL,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,BAL 34,7,10,"Josh Johnson aborted snap, recovered by Josh Johnson at BAL-30 and returned for -4 yards",0.560,-1.370
2,14:21,4,5,BAL 30,7,10,"Sam Koch punts 47 yards, returned by Trent Taylor for 6 yards (tackle by Nick Moore)",-1.370,-0.870
2,14:11,1,10,CIN 29,7,10,Joe Burrow pass complete short left to Joe Mixon for 3 yards (tackle by Tavon Young),0.870,0.730
2,13:28,2,7,CIN 32,7,16,"Joe Burrow pass complete deep right to Tyler Boyd for 68 yards, touchdown",0.730,7.000
2,13:18,,,BAL 15,7,17,Evan McPherson kicks extra point good,0.000,0.000
2,13:18,,,CIN 35,7,17,"Evan McPherson kicks off 66 yards, returned by James Proche for 22 yards (tackle by Clay Johnston and Mitchell Wilcox)",0.000,0.340
2,13:14,1,10,BAL 21,7,17,Devonta Freeman left tackle for 7 yards (tackle by Jessie Bates),0.340,0.750
2,12:35,2,3,BAL 28,7,17,Josh Johnson left end for -2 yards (tackle by Trey Hendrickson),0.750,-0.230
2,11:47,3,5,BAL 26,7,17,Josh Johnson pass complete short left to Marquise Brown for -1 yards (tackle by Mike Hilton),-0.230,-1.700
2,11:16,4,6,BAL 25,7,17,"Sam Koch punts 43 yards, returned by Trent Taylor for 10 yards (tackle by Eric Tomlinson)",-1.700,-1.730
2,11:03,1,10,CIN 42,7,17,Joe Mixon left tackle for 9 yards (tackle by Patrick Queen),1.730,2.400
2,10:25,2,1,BAL 49,7,17,Joe Mixon left tackle for 1 yard (tackle by Odafe Oweh and Tyus Bowser),2.400,2.390
2,9:40,1,10,BAL 48,7,17,Joe Mixon left guard for 1 yard (tackle by Brandon Williams and Broderick Washington),2.390,1.980
2,9:03,2,9,BAL 47,7,17,Joe Burrow pass complete short middle to Ja'Marr Chase for 20 yards (tackle by Daryl Worley),1.980,3.780
2,8:25,1,10,BAL 27,7,17,Joe Burrow pass complete short middle to Tee Higgins for 17 yards (tackle by Chuck Clark),3.780,4.910
2,7:48,1,10,BAL 10,7,17,Joe Mixon right end for 1 yard (tackle by Kevon Seymour),4.910,4.380
2,7:08,2,9,BAL 9,7,23,"Joe Burrow pass complete short left to Joe Mixon for 9 yards, touchdown",4.380,7.000
2,7:03,,,BAL 15,7,24,Evan McPherson kicks extra point good,0.000,0.000
2,7:03,,,CIN 35,7,24,"Evan McPherson kicks off 60 yards, recovered by James Proche and returned for no gain, recovered by James Proche at BAL-10 returned by James Proche for no gain (tackle by Samaje Perine)",0.000,-0.380
2,6:59,1,10,BAL 10,7,24,Devonta Freeman up the middle for 3 yards (tackle by Mike Hilton),-0.380,-0.560
2,6:29,2,7,BAL 13,7,24,Devonta Freeman left end for -5 yards (tackle by Mike Hilton),-0.560,-1.650
2,5:44,3,12,BAL 8,7,24,Josh Johnson pass complete short left to James Proche for 16 yards (tackle by Eli Apple),-1.650,0.540
2,5:14,1,10,BAL 24,7,24,Josh Johnson pass complete short right to Mark Andrews for 12 yards (tackle by Vonn Bell and Germaine Pratt),0.540,1.330
2,4:44,1,10,BAL 36,7,24,Josh Johnson pass complete short right to Mark Andrews for 10 yards (tackle by Vonn Bell and Chidobe Awuzie),1.330,1.990
2,4:18,1,10,BAL 46,7,24,Latavius Murray right end for 3 yards (tackle by Markus Bailey),1.990,1.860
2,3:48,2,7,BAL 49,7,24,Josh Johnson pass complete short right to Devonta Freeman for -1 yards (tackle by Eli Apple and Markus Bailey),1.860,1.030
2,3:17,3,8,BAL 48,7,24,"Penalty on Marquise Brown: False Start, 5 yards (accepted) (no play)",1.030,0.370
2,2:56,3,13,BAL 43,7,24,Josh Johnson pass complete short middle to Tylan Wallace for 18 yards (tackle by Germaine Pratt),0.370,2.980
2,2:13,1,10,CIN 39,7,24,Josh Johnson pass incomplete short middle intended for Mark Andrews (defended by Vonn Bell),2.980,2.440
2,2:10,2,10,CIN 39,7,24,Josh Johnson pass incomplete short right intended for Marquise Brown,2.440,1.750
2,2:07,,,,,,Timeout #1 by Cincinnati Bengals,,
2,2:07,3,10,CIN 39,7,24,Josh Johnson pass complete deep right to Mark Andrews for 28 yards (tackle by Michael Thomas and Chidobe Awuzie),1.750,4.840
2,2:00,1,10,CIN 11,7,24,"Josh Johnson pass incomplete short right intended for Miles Boykin. Penalty on Trey Hendrickson: Defensive Offside, 5 yards (accepted) (no play)",4.840,5.990
2,1:53,1,5,CIN 6,7,24,Josh Johnson scrambles right end for 4 yards (tackle by B.J. Hill),5.990,5.850
2,1:44,,,,,,Timeout #2 by Cincinnati Bengals,,
2,1:44,2,1,CIN 2,13,24,"Devonta Freeman left guard for 2 yards, touchdown",5.850,7.000
2,1:38,,,CIN 15,14,24,Justin Tucker kicks extra point good,0.000,0.000
2,1:38,,,BAL 35,14,24,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,1:38,1,10,CIN 25,14,24,Joe Burrow pass complete short right to C.J. Uzomah for 11 yards (tackle by Daryl Worley),0.610,1.330
2,1:33,1,10,CIN 36,14,24,Joe Burrow pass complete short right to Ja'Marr Chase for 15 yards (tackle by Brandon Stephens),1.330,2.320
2,1:27,1,10,BAL 49,14,24,Joe Burrow sacked by Tony Jefferson for -9 yards,2.320,0.570
2,1:20,,,,,,Timeout #3 by Cincinnati Bengals,,
2,1:20,2,19,CIN 42,14,24,Joe Burrow pass complete short right to Samaje Perine for 3 yards (tackle by Anthony Levine and Tony Jefferson),0.570,0.300
2,1:12,,,,,,Timeout #1 by Baltimore Ravens,,
2,1:12,3,16,CIN 45,14,24,"Joe Burrow pass complete deep left to Tee Higgins for 52 yards (tackle by Brandon Stephens and Kevon Seymour) Replay Assistant challenged the pass completion ruling, and the play was upheld.",0.300,6.510
