Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss and deferred, Colts to receive the opening kickoff.",,
1,15:00,,,TEN 35,0,0,"Randy Bullock kicks off 65 yards, returned by Ashton Dulin for 18 yards (tackle by Tory Carter and Nick Westbrook-Ikhine)",0.000,0.040
1,14:56,1,10,IND 18,0,0,Carson Wentz pass complete short right to Jonathan Taylor for 37 yards (tackle by Elijah Molden),0.040,2.590
1,14:11,1,10,TEN 45,0,0,Carson Wentz pass complete short right to Michael Pittman for 5 yards (tackle by David Long and Jackrabbit Jenkins),2.590,2.720
1,13:32,2,5,TEN 40,0,0,Jonathan Taylor right end for 2 yards (tackle by Harold Landry and Denico Autry),2.720,2.280
1,12:47,3,3,TEN 38,0,0,Carson Wentz pass incomplete deep right intended for Michael Pittman,2.280,0.720
1,12:42,4,3,TEN 38,0,0,Carson Wentz pass complete short left to Nyheim Hines for 6 yards (tackle by Dane Cruikshank),0.720,3.450
1,12:05,1,10,TEN 32,0,0,Carson Wentz pass complete short left to Michael Pittman for 8 yards (tackle by Greg Mabin and Bud Dupree),3.450,3.980
1,11:26,2,2,TEN 24,0,0,Jonathan Taylor up the middle for 7 yards (tackle by Harold Landry),3.980,4.440
1,10:59,1,10,TEN 17,0,0,Carson Wentz pass incomplete short right,4.440,3.850
1,10:52,2,10,TEN 17,0,0,Jonathan Taylor right tackle for 3 yards (tackle by Naquan Jones),3.850,3.500
1,10:07,3,7,TEN 14,0,0,Jonathan Taylor left guard for 12 yards (tackle by Larrell Murchison),3.500,6.740
1,9:40,1,2,TEN 2,0,0,Carson Wentz pass incomplete short middle,6.740,5.720
1,9:36,2,2,TEN 2,0,0,Carson Wentz pass complete short middle to Kylen Granson for no gain (tackle by Monty Rice and Eli Ankou),5.720,4.950
1,8:51,3,2,TEN 2,0,0,Carson Wentz pass incomplete short right intended for Michael Pittman (defended by Kevin Byard),4.950,3.250
1,8:45,4,2,TEN 2,0,6,"Carson Wentz pass complete short middle to Michael Pittman for 2 yards, touchdown",3.250,7.000
1,8:41,,,TEN 15,0,7,Michael Badgley kicks extra point good,0.000,0.000
1,8:41,,,IND 35,0,7,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,8:41,1,10,TEN 25,0,7,Derrick Henry left end for 3 yards (tackle by Al-Quadin Muhammad),0.610,0.470
1,8:00,2,7,TEN 28,0,7,Ryan Tannehill pass short right intended for Marcus Johnson is intercepted by Kenny Moore at TEN-39 and returned for 32 yards (tackle by Nate Davis),0.470,-5.600
1,7:49,1,7,TEN 7,0,13,"Carson Wentz pass complete short right to Michael Pittman for 7 yards, touchdown",5.600,7.000
1,7:44,,,TEN 15,0,14,Michael Badgley kicks extra point good,0.000,0.000
1,7:44,,,IND 35,0,14,"Rigoberto Sanchez kicks off 65 yards, touchback.",0.000,0.610
1,7:44,1,10,TEN 25,0,14,"Penalty on Rodger Saffold: False Start, 5 yards (accepted) (no play)",0.610,0.280
1,7:44,1,15,TEN 20,0,14,Derrick Henry left end for 1 yard (tackle by Grover Stewart),0.280,-0.480
1,7:02,2,14,TEN 21,0,14,Ryan Tannehill pass complete short right to Marcus Johnson for 8 yards (tackle by Al-Quadin Muhammad and Kenny Moore),-0.480,-0.100
1,6:18,3,6,TEN 29,0,14,Ryan Tannehill pass incomplete short right intended for Marcus Johnson (defended by Rock Ya-Sin),-0.100,-1.440
1,6:14,4,6,TEN 29,0,14,"Brett Kern punts 50 yards, returned by Nyheim Hines for 11 yards (tackle by Nick Dzubnar and Joseph Jones)",-1.440,-1.070
1,6:03,1,10,IND 32,0,14,Jonathan Taylor right end for 11 yards (tackle by Jackrabbit Jenkins and Monty Rice),1.070,1.800
1,5:21,1,10,IND 43,0,14,Jonathan Taylor up the middle for no gain (tackle by David Long and Eli Ankou),1.800,1.250
1,4:39,2,10,IND 43,0,14,Carson Wentz pass complete short left to T.Y. Hilton for 10 yards (tackle by Greg Mabin),1.250,2.460
1,3:54,1,10,TEN 47,0,14,Carson Wentz pass incomplete deep left intended for Michael Pittman,2.460,1.910
1,3:48,2,10,TEN 47,0,14,Carson Wentz pass complete short middle to Jack Doyle for 7 yards (tackle by Monty Rice),1.910,2.150
1,3:06,3,3,TEN 40,0,14,Carson Wentz pass incomplete deep left intended for T.Y. Hilton,2.150,0.590
1,2:59,4,3,TEN 40,0,14,Carson Wentz pass incomplete deep left intended for Michael Pittman,0.590,-1.600
1,2:55,1,10,TEN 40,0,14,Derrick Henry left end for 3 yards (tackle by Bobby Okereke and Kwity Paye),1.600,1.460
1,2:14,2,7,TEN 43,0,14,Ryan Tannehill pass complete short left to Geoff Swaim for 7 yards (tackle by Grover Stewart),1.460,2.260
1,1:34,1,10,TEN 50,0,14,Ryan Tannehill pass complete short right to Geoff Swaim for 3 yards (tackle by E.J. Speed),2.260,2.120
1,0:57,2,7,IND 47,0,14,Derrick Henry up the middle for 4 yards (tackle by Bobby Okereke and Shaquille Leonard),2.120,1.950
1,0:16,3,3,IND 43,0,14,Ryan Tannehill pass complete short middle to Anthony Firkser for 8 yards (tackle by Shaquille Leonard and Andrew Sendejo),1.950,3.250
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
