Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Riley Moss,DEN,0,6,6,100.0%,84,14.0,14.0,0,118.7,7.7,46,38,0,0,0,0.0,0,5,2,28.6%
Ja'Quan McMillian,DEN,0,3,3,100.0%,46,15.3,15.3,1,158.3,12.3,37,9,2,0,0,0.0,0,3,0,0.0%
Justin Strnad,DEN,0,3,2,66.7%,39,19.5,13.0,0,109.7,-0.7,-9,48,0,0,0,0.0,0,2,0,0.0%
Devon Key,DEN,0,3,2,66.7%,69,34.5,23.0,1,149.3,14.0,35,34,0,0,0,0.0,0,9,1,10.0%
Kwon Alexander,DEN,0,1,1,100.0%,3,3.0,3.0,1,118.7,1.0,1,2,0,0,0,0.0,0,5,0,0.0%
Patrick Surtain II,DEN,0,2,1,50.0%,15,15.0,7.5,0,75.0,2.0,9,6,0,0,0,0.0,0,2,0,0.0%
Jonah Elliss,DEN,0,1,1,100.0%,24,24.0,24.0,0,118.7,22.0,22,2,1,0,0,0.0,0,1,0,0.0%
John Franklin-Myers,DEN,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%
Zach Allen,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
Malcolm Roach,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%
Jonathon Cooper,DEN,0,0,0,,,,,,,,,,2,0,0,0.0,0,4,0,0.0%
Brandon Jones,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
Baron Browning,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Nik Bonitto,DEN,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Kyle Hamilton,BAL,0,4,4,100.0%,14,3.5,3.5,0,81.2,-1.0,-4,18,2,0,0,0.0,0,10,0,0.0%
Brandon Stephens,BAL,0,7,4,57.1%,77,19.3,11.0,0,95.5,17.1,56,21,1,0,0,0.0,0,7,0,0.0%
Trenton Simpson,BAL,0,5,3,60.0%,40,13.3,8.0,0,85.4,2.6,13,27,1,0,0,1.0,1,9,0,0.0%
Malik Harrison,BAL,0,2,2,100.0%,23,11.5,11.5,0,114.6,3.5,7,16,0,0,0,1.0,1,4,1,20.0%
Marlon Humphrey,BAL,0,3,2,66.7%,23,11.5,7.7,0,89.6,6.0,17,6,0,0,0,0.0,0,1,0,0.0%
Arthur Maulet,BAL,0,4,1,25.0%,5,5.0,1.3,0,39.6,13.5,5,0,1,1,0,0.0,1,3,0,0.0%
Odafe Oweh,BAL,0,1,1,100.0%,6,6.0,6.0,0,91.7,0.0,0,6,0,0,0,0.0,0,3,0,0.0%
Kyle Van Noy,BAL,0,1,1,100.0%,26,26.0,26.0,0,118.7,21.0,21,5,0,0,0,0.0,0,3,0,0.0%
Marcus Williams,BAL,0,2,1,50.0%,2,2.0,1.0,1,95.8,-1.0,2,0,0,0,0,0.0,0,3,0,0.0%
Nate Wiggins,BAL,0,1,1,100.0%,9,9.0,9.0,0,104.2,8.0,8,1,0,0,0,0.0,0,1,0,0.0%
Tavius Robinson,BAL,0,1,0,0.0%,,,0.0,,39.6,4.0,,,0,0,2,2.0,4,3,0,0.0%
Chris Wormley,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,4,1,20.0%
Broderick Washington Jr.,BAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,6,1,14.3%
Ar'Darius Washington,BAL,1,2,0,0.0%,,,0.0,,0.0,7.0,,,0,0,0,0.0,0,4,0,0.0%
Roquan Smith,BAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%
