Player,Pos,Num,Pct,Num,Pct,Num,Pct
Matthew Bergeron,G,57,100%,0,0%,4,15%
Ryan Neuzil,C,57,100%,0,0%,4,15%
Kaleb McGary,T,57,100%,0,0%,4,15%
Jake Matthews,T,57,100%,0,0%,4,15%
Darnell Mooney,WR,57,100%,0,0%,1,4%
Kirk Cousins,QB,57,100%,0,0%,0,0%
Chris Lindstrom,G,57,100%,0,0%,0,0%
Ray-Ray McCloud,WR,52,91%,0,0%,5,19%
KhaDarel Hodge,WR,46,81%,0,0%,8,31%
Bijan Robinson,RB,42,74%,0,0%,0,0%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Kyle Pitts,TE,31,54%,0,0%,1,4%
Charlie Woerner,TE,26,46%,0,0%,23,88%
Tyler Allgeier,RB,14,25%,0,0%,19,73%
Drake London,WR,11,19%,0,0%,0,0%
Avery Williams,RB,3,5%,0,0%,22,85%
Ross Dwelley,TE,3,5%,0,0%,10,38%
Jessie Bates III,FS,0,0%,77,100%,1,4%
Justin Simmons,FS,0,0%,77,100%,0,0%
Mike Hughes,CB,0,0%,77,100%,0,0%
Kaden Elliss,LB,0,0%,76,99%,4,15%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Nathan Landman,LB,0,0%,73,95%,9,35%
AJ Terrell,CB,0,0%,73,95%,0,0%
DeAundre Alford,CB,0,0%,70,91%,0,0%
Arnold Ebiketie,LB,0,0%,54,70%,0,0%
Matt Judon,LB,0,0%,40,52%,0,0%
Demone Harris,DE,0,0%,38,49%,3,12%
David Onyemata,DT,0,0%,34,44%,3,12%
Grady Jarrett,DT,0,0%,33,43%,0,0%
Kentavius Street,DT,0,0%,25,32%,0,0%
James Smith-Williams,DE,0,0%,24,31%,0,0%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
DeAngelo Malone,LB,0,0%,23,30%,21,81%
Zach Harrison,DE,0,0%,18,23%,7,27%
Ta'Quon Graham,DE,0,0%,17,22%,3,12%
Kevin King,CB,0,0%,7,9%,12,46%
Richie Grant,SS,0,0%,4,5%,22,85%
Clark Phillips,CB,0,0%,4,5%,13,50%
Eddie Goldman,NT,0,0%,3,4%,3,12%
Natrone Brooks,CB,0,0%,0,0%,18,69%
Bradley Pinion,P,0,0%,0,0%,14,54%
Antonio Hamilton,CB,0,0%,0,0%,13,50%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Liam McCullough,LS,0,0%,0,0%,9,35%
Rashaan Evans,LB,0,0%,0,0%,5,19%
Casey Washington,WR,0,0%,0,0%,5,19%
Storm Norton,T,0,0%,0,0%,4,15%
Younghoe Koo,K,0,0%,0,0%,4,15%
Kyle Hinton,G,0,0%,0,0%,4,15%
Matt Hennessy,C,0,0%,0,0%,4,15%
