Player,Pos,Num,Pct,Num,Pct,Num,Pct
Broderick Jones,T,61,100%,0,0%,3,12%
Isaac Seumalo,G,61,100%,0,0%,1,4%
Dan Moore,T,61,100%,0,0%,1,4%
Russell Wilson,QB,61,100%,0,0%,0,0%
Zach Frazier,C,61,100%,0,0%,0,0%
George Pickens,WR,56,92%,0,0%,0,0%
Pat Freiermuth,TE,49,80%,0,0%,3,12%
Mason McCormick,G,48,79%,0,0%,1,4%
Van Jefferson,WR,41,67%,0,0%,0,0%
Calvin Austin III,WR,40,66%,0,0%,3,12%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Najee Harris,RB,30,49%,0,0%,0,0%
Jaylen Warren,RB,23,38%,0,0%,6,23%
Darnell Washington,TE,22,36%,0,0%,3,12%
Spencer Anderson,T,14,23%,0,0%,3,12%
Mike Williams,WR,14,23%,0,0%,0,0%
MyCole Pruitt,TE,11,18%,0,0%,0,0%
Cordarrelle Patterson,RB,8,13%,0,0%,6,23%
Connor Heyward,TE,5,8%,0,0%,18,69%
Ben Skowronek,WR,5,8%,0,0%,12,46%
Patrick Queen,LB,0,0%,74,100%,5,19%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Joey Porter Jr.,CB,0,0%,74,100%,5,19%
Minkah Fitzpatrick,FS,0,0%,74,100%,5,19%
Cory Trice,CB,0,0%,69,93%,5,19%
DeShon Elliott,FS,0,0%,69,93%,5,19%
Cameron Sutton,CB,0,0%,61,82%,3,12%
T.J. Watt,LB,0,0%,59,80%,1,4%
Alex Highsmith,LB,0,0%,57,77%,2,8%
Cameron Heyward,DT,0,0%,48,65%,7,27%
Payton Wilson,LB,0,0%,41,55%,18,69%
Larry Ogunjobi,DT,0,0%,40,54%,4,15%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Keeanu Benton,DT,0,0%,39,53%,3,12%
Elandon Roberts,LB,0,0%,28,38%,5,19%
Nick Herbig,LB,0,0%,22,30%,20,77%
Preston Smith,DE,0,0%,19,26%,0,0%
Montravius Adams,NT,0,0%,18,24%,7,27%
Damontae Kazee,SS,0,0%,9,12%,3,12%
Beanie Bishop,CB,0,0%,6,8%,10,38%
James Pierre,CB,0,0%,5,7%,18,69%
Jeremiah Moon,LB,0,0%,2,3%,20,77%
Mark Robinson,LB,0,0%,0,0%,18,69%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Tyler Matakevich,LB,0,0%,0,0%,18,69%
Miles Killebrew,SS,0,0%,0,0%,18,69%
Corliss Waitman,P,0,0%,0,0%,8,31%
Christian Kuntz,LS,0,0%,0,0%,8,31%
Chris Boswell,K,0,0%,0,0%,7,27%
Ryan McCollum,C,0,0%,0,0%,3,12%
