Player,Pos,Num,Pct,Num,Pct,Num,Pct
Shaq Mason,G,75,100%,0,0%,4,14%
Tytus Howard,T,75,100%,0,0%,4,14%
Juice Scruggs,C,75,100%,0,0%,0,0%
C.J. Stroud,QB,75,100%,0,0%,0,0%
Kenyon Green,G,73,97%,0,0%,4,14%
Dalton Schultz,TE,65,87%,0,0%,2,7%
Nico Collins,WR,63,84%,0,0%,0,0%
Stefon Diggs,WR,62,83%,0,0%,0,0%
Laremy Tunsil,T,55,73%,0,0%,2,7%
Robert Woods,WR,54,72%,0,0%,7,24%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Cam Akers,RB,30,40%,0,0%,0,0%
Dare Ogunbowale,RB,29,39%,0,0%,15,52%
Cade Stover,TE,24,32%,0,0%,10,34%
Blake Fisher,T,22,29%,0,0%,4,14%
J.J. Taylor,RB,16,21%,0,0%,2,7%
Xavier Hutchinson,WR,13,17%,0,0%,14,48%
John Metchie,WR,9,12%,0,0%,0,0%
British Brooks,RB,6,8%,0,0%,21,72%
Steven Sims,WR,2,3%,0,0%,6,21%
Kendrick Green,C,2,3%,0,0%,4,14%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Eric Murray,FS,0,0%,58,100%,5,17%
Calen Bullock,SS,0,0%,58,100%,5,17%
Kamari Lassiter,CB,0,0%,58,100%,0,0%
Jalen Pitre,FS,0,0%,58,100%,0,0%
Derek Stingley Jr.,CB,0,0%,58,100%,0,0%
Azeez Al-Shaair,LB,0,0%,58,100%,0,0%
Henry To'oTo'o,LB,0,0%,57,98%,6,21%
Will Anderson,DE,0,0%,45,78%,3,10%
Danielle Hunter,DE,0,0%,44,76%,0,0%
Folorunso Fatukasi,DT,0,0%,35,60%,0,0%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Tim Settle,DT,0,0%,33,57%,4,14%
Mario Edwards,DT,0,0%,31,53%,4,14%
Derek Barnett,DE,0,0%,16,28%,1,3%
Khalil Davis,DT,0,0%,13,22%,5,17%
Jerry Hughes,DE,0,0%,13,22%,0,0%
M.J. Stewart,SS,0,0%,2,3%,25,86%
Neville Hewitt,LB,0,0%,1,2%,25,86%
Jake Hansen,LB,0,0%,0,0%,25,86%
Kris Boyd,CB,0,0%,0,0%,21,72%
D'Angelo Ross,CB,0,0%,0,0%,20,69%
,,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Del'Shawn Phillips,LB,0,0%,0,0%,15,52%
Rashad Weaver,LB,0,0%,0,0%,14,48%
Tommy Townsend,P,0,0%,0,0%,10,34%
Jon Weeks,LS,0,0%,0,0%,10,34%
Ka'imi Fairbairn,K,0,0%,0,0%,9,31%
Myles Bryant,CB,0,0%,0,0%,9,31%
Jarrett Patterson,C,0,0%,0,0%,4,14%
