#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,14:11,WAS 49,8,2:56,49,Touchdown
2,1,11:01,PHI 43,8,3:53,57,Touchdown
3,1,5:12,PHI 15,2,0:42,3,Interception
4,1,3:12,PHI 31,2,0:54,69,Touchdown
5,2,13:16,PHI 10,4,2:47,47,Punt
6,2,6:46,PHI 25,3,1:52,9,Punt
7,2,3:07,PHI 27,3,1:15,9,Punt
8,2,1:44,WAS 49,5,1:44,11,Missed FG
9,3,15:00,PHI 25,6,3:20,69,Field Goal
10,3,11:24,PHI 42,14,8:13,36,Field Goal
11,4,13:33,PHI 31,5,2:23,13,Punt
12,4,9:06,PHI 34,12,5:18,34,Field Goal
13,4,2:53,WAS 27,4,0:55,5,Field Goal
